i,j
1,2
6,2
8,2
3,4
7,4
14,4
19,4
23,4
24,4
29,4
33,4
34,4
35,4
3,5
7,5
14,5
19,5
23,5
24,5
29,5
33,5
34,5
35,5
6,7
1,9
8,9
1,10
8,10
2,11
10,11
13,11
15,11
16,11
17,11
27,11
28,11
49,11
1,12
8,12
1,13
6,13
8,13
2,14
9,14
10,14
11,14
12,14
13,14
15,14
16,14
17,14
27,14
28,14
49,14
1,15
6,15
8,15
1,16
6,16
8,16
1,17
6,17
8,17
3,18
7,18
14,18
19,18
23,18
24,18
29,18
33,18
34,18
35,18
3,20
7,20
14,20
19,20
23,20
24,20
29,20
33,20
34,20
35,20
3,21
7,21
14,21
19,21
23,21
24,21
29,21
33,21
34,21
35,21
22,23
57,23
22,24
57,24
14,25
35,25
47,25
14,26
35,26
47,26
1,27
8,27
1,28
8,28
6,29
29,30
49,30
29,31
49,31
29,32
49,32
6,33
34,33
56,33
6,35
34,35
38,35
39,35
51,35
56,35
34,36
34,37
34,38
34,39
6,40
6,41
38,41
39,41
42,41
43,41
51,41
6,42
38,42
39,42
51,42
6,43
38,43
39,43
51,43
6,44
6,45
45,46
47,48
36,49
50,49
36,50
34,51
30,52
31,52
32,52
34,52
41,52
42,52
43,52
30,53
31,53
32,53
34,53
41,53
42,53
43,53
30,54
31,54
32,54
34,54
41,54
42,54
43,54
30,55
31,55
32,55
34,55
41,55
42,55
43,55
