i,j
1,1
11,1
1,2
3,2
11,2
15,2
18,2
21,2
1,3
11,3
15,3
18,3
21,3
1,4
3,4
11,4
18,4
21,4
1,5
5,5
11,5
21,5
3,6
4,6
5,6
10,6
20,6
25,6
2,8
3,8
4,8
7,8
10,8
13,8
14,8
16,8
1,9
2,9
7,9
11,9
13,9
15,9
16,9
1,10
3,10
11,10
18,10
21,10
1,11
11,11
15,11
1,12
3,12
11,12
15,12
18,12
21,12
11,13
18,13
21,13
1,14
3,14
11,14
18,14
21,14
1,15
11,15
21,15
1,16
11,16
18,16
21,16
1,17
3,17
11,17
18,17
21,17
1,18
3,18
11,18
18,18
21,18
1,19
3,19
11,19
15,19
16,19
18,19
21,19
1,20
15,20
16,20
18,20
21,20
1,21
18,21
21,21
1,22
3,22
16,22
18,22
21,22
1,23
11,23
3,24
18,24
3,25
18,25
21,25
3,26
18,26
21,26
1,27
2,27
3,27
4,27
7,27
10,27
11,27
13,27
14,27
15,27
16,27
17,27
18,27
19,27
20,27
21,27
22,27
24,27
25,27
26,27
