i,j
7,1
1,2
3,2
4,2
7,3
7,4
8,4
4,5
8,5
11,5
12,5
5,6
14,6
17,6
7,7
7,8
4,9
8,9
4,10
8,10
4,11
8,11
11,11
12,11
4,12
8,12
11,12
12,12
4,13
8,13
10,13
11,13
12,13
4,14
8,14
4,15
8,15
10,15
11,15
12,15
4,16
8,16
4,17
8,17
4,18
8,18
10,18
11,18
12,18
4,19
8,19
10,19
11,19
12,19
4,20
8,20
10,20
11,20
12,20
4,21
10,21
11,21
12,21
4,22
5,22
14,22
17,22
5,23
13,23
14,23
15,23
16,23
17,23
18,23
19,23
20,23
5,24
13,24
14,24
15,24
16,24
17,24
18,24
19,24
20,24
5,25
14,25
17,25
5,26
14,26
17,26
5,27
14,27
17,27
5,28
14,28
17,28
5,29
14,29
17,29
5,30
14,30
17,30
5,31
14,31
17,31
5,32
14,32
17,32
5,33
14,33
17,33
5,34
14,34
17,34
5,35
14,35
17,35
