i,j
11,1
12,1
21,1
49,1
1,2
8,2
10,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
27,2
28,2
29,2
43,2
48,2
1,3
8,3
10,3
13,3
14,3
15,3
16,3
17,3
18,3
19,3
20,3
21,3
27,3
28,3
29,3
43,3
48,3
1,4
8,4
10,4
13,4
14,4
15,4
16,4
17,4
18,4
19,4
20,4
21,4
27,4
28,4
29,4
43,4
48,4
1,5
8,5
10,5
13,5
14,5
15,5
16,5
17,5
18,5
19,5
20,5
21,5
27,5
28,5
29,5
43,5
48,5
1,6
8,6
10,6
13,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
21,6
27,6
28,6
29,6
43,6
48,6
1,7
8,7
10,7
13,7
14,7
15,7
16,7
17,7
18,7
19,7
20,7
21,7
27,7
28,7
29,7
43,7
48,7
8,9
10,9
21,9
11,10
12,10
44,10
49,10
11,11
12,11
44,11
49,11
11,12
12,12
44,12
49,12
11,13
12,13
44,13
49,13
11,14
12,14
44,14
49,14
11,15
12,15
44,15
49,15
11,16
12,16
44,16
49,16
11,17
12,17
44,17
49,17
11,18
12,18
44,18
49,18
11,19
12,19
44,19
49,19
11,20
12,20
44,20
49,20
49,21
50,21
21,22
29,22
21,23
29,23
21,24
29,24
21,25
29,25
21,26
29,26
11,27
12,27
21,27
29,27
44,27
49,27
11,28
12,28
21,28
29,28
44,28
49,28
49,29
29,30
43,30
13,31
21,31
29,31
48,31
13,32
21,32
29,32
48,32
13,33
21,33
29,33
48,33
13,34
21,34
29,34
48,34
13,35
21,35
29,35
48,35
13,36
21,36
29,36
48,36
13,37
21,37
29,37
48,37
13,38
21,38
29,38
48,38
13,39
21,39
29,39
48,39
13,40
21,40
29,40
48,40
13,41
21,41
29,41
48,41
13,42
21,42
29,42
48,42
11,43
12,43
44,43
49,43
11,44
12,44
44,44
49,44
21,45
29,45
21,46
29,46
21,47
29,47
50,48
49,49
50,49
50,50
