i,j
1,1
4,1
6,1
1,2
4,2
6,2
3,4
4,5
1,6
4,6
6,6
4,7
7,7
1,8
4,8
6,8
7,8
1,9
4,9
6,9
1,10
4,10
6,10
1,11
4,11
6,11
4,12
1,13
4,13
6,13
7,13
4,14
1,15
4,15
6,15
7,15
1,16
4,16
6,16
1,17
4,17
6,17
1,18
4,18
6,18
1,19
4,19
6,19
1,20
4,20
6,20
4,21
4,22
9,22
10,22
11,22
12,22
4,23
9,23
10,23
11,23
12,23
4,24
9,24
10,24
11,24
12,24
2,25
8,25
9,25
10,25
11,25
12,25
13,25
14,25
15,25
16,25
17,25
18,25
19,25
20,25
2,26
8,26
9,26
10,26
11,26
12,26
13,26
14,26
15,26
16,26
17,26
18,26
19,26
20,26
2,27
8,27
12,27
13,27
14,27
15,27
16,27
17,27
18,27
19,27
20,27
9,28
10,28
11,28
12,28
9,29
10,29
11,29
12,29
9,30
10,30
11,30
12,30
9,31
10,31
11,31
12,31
9,32
10,32
11,32
12,32
9,33
10,33
11,33
12,33
9,34
10,34
11,34
12,34
9,35
10,35
11,35
12,35
9,36
10,36
11,36
12,36
9,37
10,37
11,37
12,37
9,38
10,38
11,38
12,38
4,39
15,39
