i,j
3,1
13,1
19,1
1,2
3,2
13,2
16,2
19,2
22,2
24,2
1,3
3,3
13,3
1,4
3,4
7,4
10,4
11,4
12,4
13,4
14,4
15,4
16,4
17,4
18,4
19,4
20,4
21,4
22,4
23,4
24,4
25,4
27,4
28,4
30,4
31,4
32,4
33,4
3,5
5,5
13,5
19,5
5,6
11,6
12,6
20,6
22,6
7,8
10,8
11,8
12,8
14,8
22,8
24,8
27,8
28,8
30,8
3,9
7,9
10,9
13,9
27,9
28,9
30,9
1,10
3,10
13,10
16,10
24,10
3,11
13,11
16,11
19,11
22,11
24,11
3,12
13,12
16,12
19,12
22,12
24,12
3,13
13,13
3,14
13,14
16,14
19,14
22,14
3,15
13,15
16,15
19,15
22,15
24,15
1,16
3,16
13,16
16,16
19,16
22,16
24,16
1,17
3,17
13,17
16,17
18,17
19,17
21,17
22,17
24,17
30,17
1,18
3,18
13,18
16,18
22,18
24,18
1,19
3,19
13,19
16,19
19,19
22,19
1,20
13,20
16,20
24,20
3,21
13,21
16,21
19,21
22,21
24,21
1,22
3,22
13,22
16,22
18,22
19,22
21,22
24,22
3,23
13,23
16,23
19,23
3,24
13,24
16,24
19,24
22,24
24,24
1,25
3,25
13,25
16,25
18,25
19,25
21,25
22,25
24,25
30,25
3,26
13,26
3,27
19,27
3,28
13,28
19,28
28,29
30,29
1,30
3,30
13,30
16,30
16,31
22,31
1,32
16,32
24,32
16,33
19,33
21,33
