i,j
1,2
3,2
5,2
6,2
7,2
9,2
1,4
3,4
5,4
6,4
7,4
9,4
8,5
9,5
10,5
8,6
9,6
10,6
8,7
9,7
10,7
9,8
10,8
10,11
11,12
