i,j
3,1
5,1
6,1
7,1
8,1
10,1
11,1
14,1
15,1
18,1
21,1
25,1
27,1
30,1
1,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
20,3
26,3
28,3
22,4
28,4
29,4
8,5
26,5
20,6
8,8
28,8
8,9
20,9
8,10
20,10
29,10
25,11
8,12
14,12
18,12
26,12
27,12
28,12
5,13
6,13
8,13
10,13
11,13
14,13
15,13
25,13
30,13
31,13
8,14
18,14
20,14
22,14
26,14
27,14
28,14
25,15
28,15
8,16
22,16
26,16
28,16
29,16
3,17
4,17
5,17
7,17
8,17
10,17
11,17
16,17
18,17
27,17
30,17
14,18
29,18
3,19
4,19
7,19
9,19
10,19
11,19
13,19
14,19
18,19
23,19
27,19
31,19
28,20
8,21
20,21
22,21
22,22
28,22
20,23
26,23
28,23
1,24
10,24
11,24
14,24
15,24
18,24
21,24
23,24
27,24
26,25
28,25
22,26
28,26
29,26
8,27
20,27
8,28
28,28
29,29
22,30
25,30
26,30
28,31
5,32
11,32
12,32
16,32
17,32
18,33
27,33
