i,j
7,1
17,1
25,1
1,2
8,2
10,2
14,2
15,2
17,2
18,2
19,2
32,2
1,3
8,3
14,3
17,3
19,3
25,4
1,5
4,5
8,5
9,5
10,5
14,5
15,5
17,5
18,5
19,5
21,5
32,5
1,6
4,6
8,6
10,6
14,6
15,6
19,6
21,6
32,6
7,8
25,8
17,9
21,9
7,10
25,10
1,11
4,11
8,11
9,11
10,11
14,11
15,11
17,11
18,11
19,11
32,11
1,12
4,12
8,12
10,12
14,12
15,12
17,12
18,12
19,12
21,12
32,12
1,13
4,13
8,13
10,13
14,13
15,13
17,13
18,13
19,13
21,13
32,13
10,14
17,14
25,14
10,15
15,15
17,15
25,15
1,16
4,16
8,16
9,16
10,16
14,16
15,16
17,16
18,16
19,16
32,16
7,17
17,17
25,17
10,18
17,18
25,18
25,19
1,20
8,20
10,20
14,20
15,20
17,20
18,20
19,20
32,20
25,21
1,22
4,22
8,22
9,22
10,22
14,22
15,22
17,22
18,22
19,22
21,22
32,22
1,23
8,23
10,23
14,23
15,23
17,23
18,23
19,23
8,24
14,24
19,24
7,25
1,26
4,26
8,26
10,26
14,26
15,26
17,26
18,26
19,26
32,26
19,27
4,28
8,28
9,28
14,28
18,28
32,28
10,29
32,29
8,30
14,30
17,30
19,30
17,31
25,32
25,33
25,34
25,35
8,36
18,36
25,37
25,38
25,39
25,40
1,41
4,41
8,41
9,41
10,41
14,41
15,41
17,41
18,41
19,41
32,41
4,42
