i,j
1,1
16,1
1,2
3,2
5,2
16,2
25,2
26,2
29,2
38,2
1,3
3,3
5,3
16,3
22,3
26,3
29,3
32,3
38,3
1,4
3,4
16,4
22,4
29,4
38,4
1,5
3,5
5,5
16,5
26,5
29,5
38,5
1,6
3,6
4,6
5,6
16,6
22,6
26,6
29,6
38,6
1,8
2,8
3,8
4,8
5,8
6,8
7,8
13,8
14,8
15,8
16,8
18,8
19,8
20,8
21,8
22,8
23,8
24,8
25,8
26,8
27,8
28,8
29,8
31,8
32,8
34,8
35,8
36,8
37,8
38,8
1,9
9,9
16,9
38,9
2,10
9,10
14,10
15,10
26,10
31,10
37,10
2,11
4,11
5,11
7,11
13,11
14,11
15,11
18,11
19,11
20,11
21,11
26,11
29,11
34,11
1,12
4,12
7,12
13,12
16,12
18,12
19,12
21,12
1,13
3,13
5,13
16,13
22,13
25,13
26,13
29,13
38,13
1,14
3,14
5,14
16,14
25,14
26,14
29,14
38,14
1,15
16,15
1,16
16,16
22,16
1,17
3,17
5,17
16,17
22,17
25,17
26,17
29,17
38,17
1,18
16,18
29,18
38,18
16,19
29,19
38,19
1,20
3,20
16,20
25,20
26,20
29,20
38,20
1,21
16,21
26,21
29,21
38,21
1,22
16,22
29,22
38,22
1,23
3,23
5,23
16,23
22,23
25,23
29,23
32,23
38,23
1,24
3,24
5,24
16,24
25,24
26,24
29,24
38,24
1,25
3,25
5,25
16,25
38,25
1,26
3,26
5,26
16,26
22,26
29,26
32,26
38,26
1,27
3,27
4,27
5,27
16,27
22,27
26,27
29,27
32,27
38,27
1,28
3,28
16,28
25,28
26,28
38,28
1,29
3,29
5,29
16,29
38,29
1,30
16,30
1,31
3,31
5,31
22,31
1,32
3,32
38,32
4,33
21,33
29,33
22,34
38,34
3,35
5,35
22,35
26,35
29,35
3,36
22,36
25,36
26,36
29,36
32,36
38,36
3,37
32,37
38,37
3,38
26,38
29,38
38,38
