i,j
1,2
3,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
4,5
9,5
10,5
11,5
12,5
13,5
4,6
9,6
10,6
11,6
12,6
13,6
4,7
9,7
10,7
11,7
12,7
13,7
