i,j
8,1
1,2
3,2
4,2
6,2
26,2
27,2
28,2
29,2
31,2
32,2
33,2
34,2
35,2
40,2
44,2
45,2
46,2
47,2
48,2
49,2
50,2
51,2
52,2
53,2
54,2
55,2
56,2
57,2
67,2
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,2
76,2
77,2
78,2
79,2
85,2
86,2
87,2
89,2
1,3
4,3
5,3
7,3
11,3
12,3
14,3
17,3
18,3
21,3
22,3
26,3
36,3
37,3
38,3
39,3
41,3
42,3
43,3
51,3
68,3
69,3
70,3
71,3
72,3
73,3
74,3
75,3
88,3
8,4
8,5
8,9
19,9
8,10
19,10
8,11
19,11
8,12
19,12
8,13
19,13
9,16
10,16
13,16
15,16
20,16
61,16
62,16
63,16
64,16
65,16
66,16
80,16
81,16
82,16
83,16
84,16
8,20
19,20
23,24
23,25
30,31
30,32
30,33
24,58
25,58
59,60
23,88
