i,j
1,2
3,4
7,4
12,4
28,4
29,4
31,4
5,6
7,8
11,8
13,8
18,8
3,9
7,9
10,9
12,9
23,9
29,9
11,14
13,14
15,14
18,14
19,14
21,14
22,14
25,14
30,14
11,17
12,17
13,17
16,17
18,17
19,17
24,17
13,20
22,27
26,27
31,32
