i,j
1,2
5,2
6,2
9,2
11,2
15,2
16,2
17,2
21,2
22,2
3,4
5,4
6,4
21,4
3,8
6,8
7,8
11,8
13,8
15,8
21,8
24,8
27,8
28,8
33,8
1,10
6,10
12,10
13,10
18,10
23,10
25,10
31,10
32,10
3,14
13,14
20,14
9,19
15,26
29,30
