i,j
11,1
22,1
1,2
3,2
4,2
5,2
10,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
21,2
23,2
11,3
22,3
11,4
22,4
5,6
10,6
16,6
5,7
12,7
17,7
5,8
12,8
17,8
5,9
12,9
17,9
11,12
11,13
11,14
25,18
18,19
20,21
1,24
3,24
4,24
5,24
10,24
12,24
13,24
14,24
15,24
16,24
17,24
18,24
21,24
23,24
