dataset,βwn,βos
havens_1992,1.7659574468085106,1.0
havens_1992,1.9923954372623573,1.975
havens_1992,1.7222222222222223,1.0
havens_1992,1.968627450980392,1.9
havens_1992,1.7472924187725631,1.0277777777777777
havens_1992,1.793594306049822,1.0
havens_1992,1.6839080459770115,1.2465753424657535
havens_1992,1.4305084745762713,1.0344827586206897
havens_1992,1.9547511312217194,1.8
havens_1992,1.9894179894179893,1.9166666666666667
havens_1992,1.6896551724137931,1.0
havens_1992,2.0,2.0
havens_1992,1.7322834645669292,1.0
havens_1992,1.9963963963963964,1.9896907216494846
havens_1992,1.963302752293578,1.8823529411764706
havens_1992,1.984344422700587,1.952662721893491
havens_1992,1.9742765273311897,1.9384615384615385
havens_1992,1.700205338809035,1.0
havens_1992,2.0,2.0
havens_1992,1.9557522123893805,1.8780487804878048
havens_1992,1.6771300448430493,1.0
havens_1992,1.903225806451613,1.25
havens_1992,1.7333333333333334,1.0
havens_1992,1.7475409836065574,1.1098265895953756
havens_1992,1.8557377049180328,1.0
havens_1992,1.6946564885496183,1.0
havens_1992,1.696969696969697,1.0
havens_1992,1.9792746113989637,1.9047619047619047
havens_1992,1.8434782608695652,1.0
havens_1992,1.8741258741258742,1.0
havens_1992,1.7218543046357615,1.0
havens_1992,1.8133333333333332,1.0
havens_1992,1.9791666666666667,1.9285714285714286
havens_1992,2.0,2.0
havens_1992,1.7171717171717171,1.0
havens_1992,1.797752808988764,1.0
havens_1992,1.9870129870129871,1.9473684210526316
havens_1992,1.5514018691588785,1.0
havens_1992,1.9863013698630136,1.9411764705882353
havens_1992,1.6904761904761905,1.037037037037037
havens_1992,1.686046511627907,1.0
havens_1992,1.9748953974895398,1.4
havens_1992,1.7849462365591398,1.0
havens_1992,1.9642857142857142,1.9047619047619047
havens_1992,1.975,1.9333333333333333
havens_1992,1.8232044198895028,1.0
havens_1992,2.0,2.0
havens_1992,1.8620689655172413,1.0
havens_1992,1.9955156950672646,1.95
havens_1992,1.981651376146789,1.9555555555555555
havens_1992,1.9950248756218905,1.9574468085106382
havens_1992,1.99009900990099,1.9565217391304348
havens_1992,1.9312169312169312,1.0
havens_1992,2.0,2.0
havens_1992,1.9658119658119657,1.9047619047619047
havens_1992,1.8070175438596492,1.0
havens_1992,1.8181818181818181,1.263157894736842
havens_1992,1.9004524886877827,1.0
havens_1992,1.9441117764471059,1.125
havens_1992,1.759493670886076,1.0
havens_1992,1.908450704225352,1.0
havens_1992,1.9735449735449735,1.900990099009901
havens_1992,1.691566265060241,1.0303030303030303
havens_1992,1.6602972399150744,1.064327485380117
havens_1992,1.7678571428571428,1.0714285714285714
havens_1992,1.7253731343283583,1.0
havens_1992,1.99288256227758,1.9523809523809523
havens_1992,2.0,2.0
havens_1992,1.8873239436619718,1.0
havens_1992,1.752212389380531,1.0743801652892562
havens_1992,1.9941002949852507,1.9787234042553192
havens_1992,1.8013698630136987,1.0
havens_1992,1.9939577039274925,1.9696969696969697
havens_1992,1.8186968838526911,1.1111111111111112
havens_1992,1.742296918767507,1.0
havens_1992,1.830188679245283,1.368421052631579
havens_1992,1.6064690026954178,1.064102564102564
havens_1992,1.9663299663299663,1.8275862068965518
havens_1992,1.9924528301886792,1.9285714285714286
havens_1992,1.710382513661202,1.0
havens_1992,2.0,2.0
havens_1992,1.7696969696969698,1.0
havens_1992,1.9968304278922346,1.993730407523511
havens_1992,1.9727891156462585,1.8823529411764706
havens_1992,1.969335604770017,1.9181818181818182
havens_1992,1.979328165374677,1.948051948051948
havens_1992,1.6838365896980463,1.0326086956521738
havens_1992,2.0,2.0
havens_1992,1.966887417218543,1.891304347826087
havens_1992,1.8193979933110367,1.018181818181818
havens_1992,1.916030534351145,1.2413793103448276
havens_1992,1.6009852216748768,1.0
havens_1992,1.6443148688046647,1.1285714285714286
havens_1992,1.8727272727272728,1.0
havens_1992,1.9509803921568627,1.8
havens_1992,1.8174273858921162,1.0
havens_1992,1.8316498316498318,1.0
havens_1992,1.6790123456790123,1.0
havens_1992,1.7267080745341614,1.0
havens_1992,1.9813084112149533,1.9333333333333333
havens_1992,2.0,2.0
havens_1992,1.690909090909091,1.0
havens_1992,1.8201438848920863,1.0
havens_1992,1.9878787878787878,1.9545454545454546
havens_1992,1.5932203389830508,1.0
havens_1992,1.9872611464968153,1.9411764705882353
havens_1992,1.8100558659217878,1.0555555555555556
havens_1992,1.726775956284153,1.0
havens_1992,1.928,1.3333333333333333
havens_1992,1.715736040609137,1.0
havens_1992,1.91869918699187,1.7826086956521738
havens_1992,1.978021978021978,1.9285714285714286
havens_1992,1.6354166666666667,1.0
havens_1992,2.0,2.0
havens_1992,1.8461538461538463,1.0
havens_1992,1.9956236323851204,1.962962962962963
havens_1992,1.9333333333333333,1.8620689655172413
havens_1992,1.9806295399515739,1.873015873015873
havens_1992,1.9624413145539905,1.875
havens_1992,1.8663239074550129,1.0
havens_1992,2.0,2.0
havens_1992,1.921875,1.8076923076923077
havens_1992,1.664,1.0
havens_1992,1.75,1.2413793103448276
havens_1992,1.8103448275862069,1.0
havens_1992,1.890625,1.0666666666666667
havens_1992,1.9883720930232558,1.9473684210526316
havens_1992,1.923444976076555,1.0
havens_1992,1.9245283018867925,1.0476190476190477
havens_1992,1.8153846153846154,1.0
havens_1992,1.9069767441860466,1.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,1.8205128205128205,1.0
havens_1992,1.9268292682926829,1.0
havens_1992,2.0,2.0
havens_1992,1.8837209302325582,1.0
havens_1992,2.0,2.0
havens_1992,1.7687074829931972,1.0
havens_1992,1.8410596026490067,1.0
havens_1992,2.0,NaN
havens_1992,1.903030303030303,1.0
havens_1992,1.978021978021978,1.9333333333333333
havens_1992,2.0,2.0
havens_1992,1.925,1.0
havens_1992,1.9672131147540983,1.9
havens_1992,1.8870967741935485,1.0
havens_1992,1.9952941176470589,1.9444444444444444
havens_1992,2.0,2.0
havens_1992,1.994750656167979,1.9487179487179487
havens_1992,2.0,2.0
havens_1992,1.949579831932773,1.0
havens_1992,2.0,2.0
havens_1992,1.9791666666666667,1.8571428571428572
havens_1992,1.935483870967742,1.0
havens_1992,1.8214285714285714,1.0
havens_1992,1.85,1.0
havens_1992,1.9833333333333334,1.3333333333333333
havens_1992,2.0,2.0
havens_1992,1.9721448467966574,1.9193548387096775
havens_1992,1.9553571428571428,1.9090909090909092
havens_1992,1.9641255605381165,1.878787878787879
havens_1992,1.834319526627219,1.0
havens_1992,1.8816568047337279,1.0
havens_1992,2.0,2.0
havens_1992,1.9705882352941178,1.9166666666666667
havens_1992,1.6475770925110131,1.0
havens_1992,1.9555555555555555,1.826086956521739
havens_1992,1.6803652968036529,1.0
havens_1992,1.95850622406639,1.900990099009901
havens_1992,1.9836734693877551,1.9259259259259258
havens_1992,1.9871794871794872,1.9130434782608696
havens_1992,1.9691119691119692,1.9
havens_1992,1.7297297297297298,1.0
havens_1992,1.8169934640522876,1.0
havens_1992,1.968503937007874,1.8918918918918919
havens_1992,1.9096774193548387,1.0
havens_1992,1.9908256880733946,1.9230769230769231
havens_1992,1.7148362235067438,1.119047619047619
havens_1992,1.6703296703296704,1.0
havens_1992,1.7305263157894737,1.0077519379844961
havens_1992,1.5781818181818181,1.0
havens_1992,1.9778270509977827,1.9
havens_1992,1.8101265822784811,1.0
havens_1992,1.7263157894736842,1.0
havens_1992,1.946524064171123,1.8
havens_1992,1.9866666666666666,1.9333333333333333
havens_1992,1.9863945578231292,1.9310344827586208
havens_1992,1.9860627177700347,1.9120879120879122
havens_1992,1.8535353535353536,1.0169491525423728
havens_1992,1.8773946360153257,1.0
havens_1992,1.8923076923076922,1.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,1.8181818181818181,1.0
havens_1992,1.8620689655172413,1.0
havens_1992,2.0,2.0
havens_1992,1.8433179723502304,1.0
havens_1992,2.0,2.0
havens_1992,1.9280575539568345,1.0
havens_1992,1.8297872340425532,1.0
havens_1992,1.8853868194842407,1.2982456140350878
havens_1992,1.7635135135135136,1.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,1.7663230240549828,1.0
havens_1992,2.0,2.0
havens_1992,1.7254901960784315,1.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,1.9180327868852458,1.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,1.8928571428571428,1.0
havens_1992,1.9358288770053476,1.0
havens_1992,1.7764350453172206,1.0
havens_1992,1.8363338788870704,1.0990990990990992
havens_1992,1.7097791798107256,1.0416666666666667
havens_1992,1.8417721518987342,1.0196078431372548
havens_1992,1.9923664122137406,1.9166666666666667
havens_1992,2.0,2.0
havens_1992,1.9245283018867925,1.0
havens_1992,1.6027713625866051,1.0114942528735633
havens_1992,1.99375,1.9705882352941178
havens_1992,1.8168498168498168,1.0
havens_1992,1.9935897435897436,1.967741935483871
havens_1992,1.718562874251497,1.0505050505050506
havens_1992,1.7396449704142012,1.0112359550561798
havens_1992,1.7925925925925925,1.2432432432432432
havens_1992,1.7329545454545454,1.0408163265306123
havens_1992,1.9640287769784173,1.8148148148148149
havens_1992,1.991869918699187,1.8888888888888888
havens_1992,1.6484149855907781,1.008130081300813
havens_1992,2.0,2.0
havens_1992,1.8520900321543408,1.0212765957446808
havens_1992,1.9967320261437909,1.9927797833935017
havens_1992,1.970909090909091,1.8461538461538463
havens_1992,1.9683098591549295,1.9328358208955223
havens_1992,1.9782608695652173,1.925233644859813
havens_1992,1.6948529411764706,1.0348837209302326
havens_1992,2.0,2.0
havens_1992,1.9646643109540636,1.8461538461538463
havens_1992,1.8,1.0175438596491229
havens_1992,1.9259259259259258,1.25
havens_1992,1.772609819121447,1.0222222222222221
havens_1992,1.8110944527736133,1.1126760563380282
havens_1992,1.8011049723756907,1.0
havens_1992,1.984251968503937,1.9166666666666667
havens_1992,2.0,2.0
havens_1992,1.7692307692307692,1.0
havens_1992,1.7248322147651007,1.0
havens_1992,1.9891891891891893,1.96
havens_1992,1.681159420289855,1.0
havens_1992,1.9887005649717515,1.9642857142857142
havens_1992,1.678391959798995,1.0303030303030303
havens_1992,1.6945812807881773,1.0
havens_1992,1.8962962962962964,1.2820512820512822
havens_1992,1.5483870967741935,1.0
havens_1992,1.93006993006993,1.7826086956521738
havens_1992,1.981981981981982,1.9285714285714286
havens_1992,1.7735849056603774,1.0
havens_1992,2.0,2.0
havens_1992,1.875,1.0
havens_1992,1.9958071278825995,1.9805825242718447
havens_1992,1.9428571428571428,1.84
havens_1992,1.9815242494226328,1.9101123595505618
havens_1992,1.9656652360515021,1.9148936170212767
havens_1992,1.745721271393643,1.0
havens_1992,2.0,2.0
havens_1992,1.9324324324324325,1.7826086956521738
havens_1992,1.6551724137931034,1.0
havens_1992,1.7777777777777777,1.2258064516129032
havens_1992,1.8333333333333333,1.0
havens_1992,1.830827067669173,1.1346153846153846
havens_1992,1.9841269841269842,1.875
havens_1992,2.0,2.0
havens_1992,1.9534883720930232,1.0
havens_1992,1.8316498316498318,1.0
havens_1992,1.9891304347826086,1.9411764705882353
havens_1992,1.7080291970802919,1.0
havens_1992,1.9886363636363635,1.8888888888888888
havens_1992,1.6363636363636365,1.0526315789473684
havens_1992,1.8514851485148516,1.0
havens_1992,1.7100371747211895,1.1333333333333333
havens_1992,1.6666666666666667,1.0
havens_1992,1.943661971830986,1.75
havens_1992,1.981818181818182,1.875
havens_1992,1.6966824644549763,1.0
havens_1992,2.0,2.0
havens_1992,1.9085714285714286,1.0
havens_1992,2.0,2.0
havens_1992,1.9424460431654675,1.7777777777777777
havens_1992,1.9814814814814814,1.9310344827586208
havens_1992,1.9655172413793103,1.8333333333333333
havens_1992,1.8676470588235294,1.0
havens_1992,2.0,2.0
havens_1992,1.945578231292517,1.826086956521739
havens_1992,1.8055555555555556,1.0
havens_1992,1.8691588785046729,1.3333333333333333
havens_1992,1.7689243027888446,1.0
havens_1992,1.8531073446327684,1.0602409638554218
havens_1992,1.7777777777777777,1.0
havens_1992,2.0,2.0
havens_1992,1.991769547325103,1.9166666666666667
havens_1992,1.6153846153846154,1.0
havens_1992,1.9759036144578312,1.9166666666666667
havens_1992,1.6229508196721312,1.0
havens_1992,1.9861111111111112,1.9
havens_1992,1.9864864864864864,1.9230769230769231
havens_1992,1.9906976744186047,1.8
havens_1992,1.9876543209876543,1.9285714285714286
havens_1992,1.8636363636363635,1.0
havens_1992,1.4285714285714286,1.0
havens_1992,1.9872611464968153,1.9285714285714286
havens_1992,1.5862068965517242,1.0
havens_1992,2.0,2.0
havens_1992,1.933649289099526,1.1764705882352942
havens_1992,1.6,1.0
havens_1992,1.9259259259259258,1.0
havens_1992,1.752808988764045,1.0
havens_1992,1.9943502824858756,1.9230769230769231
havens_1992,1.5737704918032787,1.0
havens_1992,1.5698924731182795,1.0
havens_1992,1.9777777777777779,1.8888888888888888
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,1.9958071278825995,1.9428571428571428
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,1.8153846153846154,1.0
havens_1992,2.0,2.0
havens_1992,1.7540983606557377,1.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,1.9906976744186047,1.8571428571428572
havens_1992,2.0,2.0
havens_1992,1.8181818181818181,1.0
havens_1992,1.6428571428571428,1.0
havens_1992,2.0,2.0
havens_1992,1.793103448275862,1.0
havens_1992,1.9834710743801653,1.9375
havens_1992,1.9241706161137442,1.0
havens_1992,1.7176470588235293,1.0
havens_1992,1.962962962962963,1.0
havens_1992,1.8426966292134832,1.0
havens_1992,2.0,2.0
havens_1992,1.6065573770491803,1.0
havens_1992,1.7419354838709677,1.0
havens_1992,1.9777777777777779,1.9230769230769231
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,1.9268292682926829,1.0
havens_1992,1.9849624060150375,1.95
havens_1992,1.697674418604651,1.0
havens_1992,1.984,1.9473684210526316
havens_1992,1.9047619047619047,1.0
havens_1992,1.8013245033112584,1.0
havens_1992,1.963302752293578,1.3846153846153846
havens_1992,1.7454545454545454,1.0
havens_1992,2.0,2.0
havens_1992,1.9661016949152543,1.9230769230769231
havens_1992,1.825,1.0
havens_1992,2.0,2.0
havens_1992,1.7580645161290323,1.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,1.9551820728291316,1.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,1.8709677419354838,1.0
havens_1992,1.7857142857142858,1.0
havens_1992,1.91,1.0
havens_1992,1.9458333333333333,1.1875
havens_1992,1.9933554817275747,1.9545454545454546
havens_1992,1.7716535433070866,1.0
havens_1992,1.993174061433447,1.95
havens_1992,1.726984126984127,1.0337078651685394
havens_1992,1.6927899686520376,1.0
havens_1992,1.83419689119171,1.255813953488372
havens_1992,1.7837837837837838,1.0
havens_1992,1.9613899613899615,1.7727272727272727
havens_1992,1.9911894273127753,1.9
havens_1992,1.7804878048780488,1.0
havens_1992,2.0,2.0
havens_1992,1.9315068493150684,1.0
havens_1992,1.9966273187183812,1.9891891891891893
havens_1992,1.96875,1.826086956521739
havens_1992,1.9854280510018214,1.9448275862068964
havens_1992,1.9770773638968482,1.9047619047619047
havens_1992,1.7180952380952381,1.0389610389610389
havens_1992,2.0,2.0
havens_1992,1.9621212121212122,1.7727272727272727
havens_1992,1.8084291187739463,1.0
havens_1992,1.9196428571428572,1.28
havens_1992,1.8641304347826086,1.0
havens_1992,1.7654320987654322,1.1162790697674418
havens_1992,1.9716312056737588,1.9090909090909092
havens_1992,1.5333333333333334,1.0
havens_1992,1.99009900990099,1.9649122807017543
havens_1992,1.9902912621359223,1.9642857142857142
havens_1992,1.9926739926739927,1.8823529411764706
havens_1992,1.990909090909091,1.9705882352941178
havens_1992,1.6575342465753424,1.0
havens_1992,1.719298245614035,1.0
havens_1992,1.9906976744186047,1.96875
havens_1992,1.8620689655172413,1.0
havens_1992,2.0,2.0
havens_1992,1.8583333333333334,1.1168831168831168
havens_1992,1.6923076923076923,1.0222222222222221
havens_1992,1.8394495412844036,1.0
havens_1992,1.5169491525423728,1.0
havens_1992,1.9951456310679612,1.9615384615384615
havens_1992,1.6974789915966386,1.0
havens_1992,1.5894039735099337,1.0
havens_1992,1.9864864864864864,1.9411764705882353
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,1.9962616822429906,1.9649122807017543
havens_1992,1.9699248120300752,1.894736842105263
havens_1992,1.7806451612903227,1.0555555555555556
havens_1992,1.7861635220125787,1.0
havens_1992,1.9646017699115044,1.6
havens_1992,1.676300578034682,1.0344827586206897
havens_1992,1.9191919191919191,1.7777777777777777
havens_1992,1.9402985074626866,1.8333333333333333
havens_1992,1.6785714285714286,1.0
havens_1992,2.0,2.0
havens_1992,1.8636363636363635,1.0
havens_1992,2.0,2.0
havens_1992,1.9166666666666667,1.8518518518518519
havens_1992,1.9794344473007712,1.8181818181818181
havens_1992,1.9576719576719577,1.84
havens_1992,1.917808219178082,1.0
havens_1992,2.0,2.0
havens_1992,1.9230769230769231,1.8666666666666667
havens_1992,1.683168316831683,1.0
havens_1992,1.6875,1.2592592592592593
havens_1992,1.8461538461538463,1.0
havens_1992,1.9180327868852458,1.069767441860465
havens_1992,1.9896907216494846,1.9661016949152543
havens_1992,1.9898989898989898,1.9444444444444444
havens_1992,1.969811320754717,1.7142857142857142
havens_1992,1.990566037735849,1.96
havens_1992,1.855072463768116,1.0
havens_1992,1.7169811320754718,1.0
havens_1992,1.9903381642512077,1.9545454545454546
havens_1992,1.7962962962962963,1.0
havens_1992,1.9883040935672514,1.9642857142857142
havens_1992,1.8728813559322033,1.0909090909090908
havens_1992,1.762962962962963,1.0
havens_1992,1.8738317757009346,1.0
havens_1992,1.4824561403508771,1.0
havens_1992,1.995049504950495,1.9523809523809523
havens_1992,1.6576576576576576,1.0
havens_1992,1.7202797202797202,1.0
havens_1992,1.9428571428571428,1.8
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,1.9962049335863377,1.9655172413793103
havens_1992,1.790909090909091,1.0212765957446808
havens_1992,1.9233449477351916,1.4210526315789473
havens_1992,1.735042735042735,1.03125
havens_1992,1.9375,1.8148148148148149
havens_1992,1.984375,1.8888888888888888
havens_1992,1.7467248908296944,1.0491803278688525
havens_1992,2.0,2.0
havens_1992,1.9170984455958548,1.0
havens_1992,1.9959514170040487,1.9801980198019802
havens_1992,1.9490445859872612,1.7647058823529411
havens_1992,1.9822222222222223,1.9080459770114941
havens_1992,1.968,1.9148936170212767
havens_1992,1.8450704225352113,1.0294117647058822
havens_1992,2.0,2.0
havens_1992,1.9393939393939394,1.7727272727272727
havens_1992,1.7901234567901234,1.0555555555555556
havens_1992,1.904,1.3333333333333333
havens_1992,1.9107806691449813,1.04
havens_1992,1.9089253187613844,1.21875
havens_1992,1.9518900343642611,1.4615384615384615
havens_1992,1.7226890756302522,1.0
havens_1992,1.975609756097561,1.9130434782608696
havens_1992,1.9848484848484849,1.9230769230769231
havens_1992,1.793991416309013,1.0
havens_1992,2.0,2.0
havens_1992,1.868020304568528,1.0
havens_1992,1.9959839357429718,1.9777777777777779
havens_1992,1.9875776397515528,1.9487179487179487
havens_1992,1.9955947136563876,1.9682539682539681
havens_1992,1.9921259842519685,1.9696969696969697
havens_1992,1.8930232558139535,1.0
havens_1992,2.0,2.0
havens_1992,1.9763313609467457,1.894736842105263
havens_1992,1.7951807228915662,1.0
havens_1992,1.8914728682170543,1.263157894736842
havens_1992,1.8021978021978022,1.0
havens_1992,1.8734177215189873,1.2045454545454546
havens_1992,1.79672131147541,1.3333333333333333
havens_1992,1.9826839826839826,1.7647058823529411
havens_1992,1.9899497487437185,1.7777777777777777
havens_1992,1.8533333333333333,1.3015873015873016
havens_1992,2.0,2.0
havens_1992,1.9015151515151516,1.2972972972972974
havens_1992,1.9964601769911505,1.9906976744186047
havens_1992,1.9824561403508771,1.8333333333333333
havens_1992,1.9923224568138196,1.9722222222222223
havens_1992,1.9875389408099688,1.8709677419354838
havens_1992,1.7907444668008048,1.2
havens_1992,2.0,2.0
havens_1992,1.9830508474576272,1.8518518518518519
havens_1992,1.905579399141631,1.4210526315789473
havens_1992,1.989795918367347,1.8
havens_1992,1.8764705882352941,1.2363636363636363
havens_1992,1.7967741935483872,1.2363636363636363
havens_1992,1.9550561797752808,1.8333333333333333
havens_1992,1.9863013698630136,1.9411764705882353
havens_1992,1.7894736842105263,1.0
havens_1992,2.0,2.0
havens_1992,1.819905213270142,1.0
havens_1992,2.0,2.0
havens_1992,1.9542857142857142,1.8888888888888888
havens_1992,1.982905982905983,1.926605504587156
havens_1992,1.9701492537313432,1.9215686274509804
havens_1992,1.7792792792792793,1.0
havens_1992,2.0,2.0
havens_1992,1.9562841530054644,1.9
havens_1992,1.711111111111111,1.0
havens_1992,1.8601398601398602,1.2592592592592593
havens_1992,1.7700348432055748,1.0149253731343284
havens_1992,1.7566137566137565,1.1428571428571428
havens_1992,1.8611111111111112,1.0
havens_1992,1.953757225433526,1.8461538461538463
havens_1992,1.945945945945946,1.0
havens_1992,1.9854014598540146,1.875
havens_1992,1.917808219178082,1.28
havens_1992,1.6435643564356435,1.0526315789473684
havens_1992,1.868020304568528,1.0188679245283019
havens_1992,1.7010309278350515,1.0
havens_1992,1.972972972972973,1.75
havens_1992,1.844155844155844,1.0
havens_1992,1.614678899082569,1.0
havens_1992,1.9056603773584906,1.6666666666666667
havens_1992,1.9710144927536233,1.9047619047619047
havens_1992,1.9812206572769953,1.875
havens_1992,1.9837728194726165,1.8181818181818181
havens_1992,1.9858156028368794,1.9
havens_1992,1.5714285714285714,1.0
havens_1992,2.0,2.0
havens_1992,1.9458128078817734,1.2142857142857142
havens_1992,1.536231884057971,1.0
havens_1992,1.9447513812154695,1.0
havens_1992,1.7901234567901234,1.0
havens_1992,1.9940828402366864,1.8571428571428572
havens_1992,1.4666666666666666,1.0
havens_1992,1.5844155844155845,1.0
havens_1992,1.972972972972973,1.8888888888888888
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,1.9956616052060738,1.92
havens_1992,2.0,2.0
havens_1992,1.8349514563106797,1.0
havens_1992,2.0,2.0
havens_1992,1.9529411764705882,1.8333333333333333
havens_1992,1.9827213822894167,1.9259259259259258
havens_1992,1.9695817490494296,1.894736842105263
havens_1992,1.8724373576309794,1.0
havens_1992,2.0,2.0
havens_1992,1.9550561797752808,1.8620689655172413
havens_1992,1.737142857142857,1.0
havens_1992,1.855072463768116,1.2592592592592593
havens_1992,1.8085106382978724,1.0
havens_1992,1.8718861209964412,1.0886075949367089
havens_1992,2.0,2.0
havens_1992,1.9656862745098038,1.0
havens_1992,1.6901408450704225,1.0
havens_1992,1.945054945054945,1.0
havens_1992,1.8780487804878048,1.0
havens_1992,2.0,2.0
havens_1992,1.6595744680851063,1.0
havens_1992,1.7468354430379747,1.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,1.9957537154989384,1.972972972972973
havens_1992,2.0,2.0
havens_1992,1.9953161592505855,1.9636363636363636
havens_1992,2.0,2.0
havens_1992,1.9255583126550868,1.0
havens_1992,2.0,2.0
havens_1992,1.9859154929577465,1.9285714285714286
havens_1992,1.7841726618705036,1.0
havens_1992,1.9019607843137254,1.0
havens_1992,1.7886178861788617,1.0
havens_1992,1.8935361216730038,1.1111111111111112
havens_1992,1.9264367816091954,1.4074074074074074
havens_1992,1.629120879120879,1.1455696202531647
havens_1992,1.7272727272727273,1.1219512195121952
havens_1992,1.9829545454545454,1.9668508287292819
havens_1992,1.9172749391727495,1.0
havens_1992,1.8961625282167043,1.3235294117647058
havens_1992,1.9954545454545454,1.96
havens_1992,2.0,2.0
havens_1992,1.9963436928702012,1.9866666666666666
havens_1992,1.9879081015719469,1.9683544303797469
havens_1992,1.8721227621483376,1.0384615384615385
havens_1992,1.6544502617801047,1.0294117647058822
havens_1992,1.978201634877384,1.8
havens_1992,1.6486486486486487,1.0
havens_1992,1.3584905660377358,1.0555555555555556
havens_1992,1.9223300970873787,1.84
havens_1992,1.9696969696969697,1.9375
havens_1992,1.9904761904761905,1.9375
havens_1992,1.9836734693877551,1.8688524590163935
havens_1992,1.7975206611570247,1.0
havens_1992,1.9727272727272727,1.9170506912442395
havens_1992,1.9455040871934606,1.0
havens_1992,1.849624060150376,1.0163934426229508
havens_1992,1.97979797979798,1.8222222222222222
havens_1992,1.9944289693593316,1.9411764705882353
havens_1992,1.9840954274353877,1.944055944055944
havens_1992,1.9770114942528736,1.9154929577464788
havens_1992,1.982608695652174,1.9230769230769231
havens_1992,1.7604790419161678,1.0
havens_1992,1.6180904522613064,1.0
havens_1992,1.9591836734693877,1.8709677419354838
havens_1992,1.9874213836477987,1.9285714285714286
havens_1992,1.9933993399339933,1.962962962962963
havens_1992,1.9862778730703259,1.9420289855072463
havens_1992,2.0,2.0
havens_1992,1.9733333333333334,1.7727272727272727
havens_1992,1.903225806451613,1.0
havens_1992,1.9522388059701492,1.3043478260869565
havens_1992,1.7494780793319415,1.0
havens_1992,1.6337285902503293,1.063973063973064
havens_1992,1.6585365853658536,1.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,2.0,2.0
havens_1992,1.90990990990991,1.7826086956521738
havens_1992,1.972972972972973,1.9375
havens_1992,1.981651376146789,1.9166666666666667
havens_1992,1.9839357429718876,1.8688524590163935
havens_1992,1.8309859154929577,1.368421052631579
havens_1992,1.916279069767442,1.0
havens_1992,1.9111111111111112,1.1538461538461537
havens_1992,1.898876404494382,1.0526315789473684
havens_1992,1.9519650655021834,1.2903225806451613
havens_1992,1.8272425249169435,1.0545454545454545
ponisio_2017,1.9615384615384615,1.84
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,1.9294117647058824,1.6
ponisio_2017,1.8867924528301887,1.7692307692307692
ponisio_2017,1.878787878787879,1.5
ponisio_2017,1.9210526315789473,1.625
ponisio_2017,1.9615384615384615,1.8333333333333333
ponisio_2017,1.8734177215189873,1.6153846153846154
ponisio_2017,1.8461538461538463,1.5789473684210527
ponisio_2017,1.6326530612244898,1.28
ponisio_2017,1.8611111111111112,1.6551724137931034
ponisio_2017,1.8153846153846154,1.5384615384615385
ponisio_2017,1.9047619047619047,1.6363636363636365
ponisio_2017,1.84375,1.565217391304348
ponisio_2017,1.8360655737704918,1.6153846153846154
ponisio_2017,2.0,2.0
ponisio_2017,1.7826086956521738,1.3333333333333333
ponisio_2017,1.9523809523809523,1.8461538461538463
ponisio_2017,1.913978494623656,1.6521739130434783
ponisio_2017,1.9130434782608696,1.6666666666666667
ponisio_2017,1.7971014492753623,1.3333333333333333
ponisio_2017,1.6666666666666667,1.2
ponisio_2017,1.9,1.5714285714285714
ponisio_2017,1.9375,1.7333333333333334
ponisio_2017,1.9069767441860466,1.2
ponisio_2017,1.8431372549019607,1.4285714285714286
ponisio_2017,1.975609756097561,1.75
ponisio_2017,1.7666666666666666,1.5333333333333334
ponisio_2017,1.951219512195122,1.6
ponisio_2017,1.962962962962963,1.7777777777777777
ponisio_2017,1.9550561797752808,1.6923076923076923
ponisio_2017,1.6071428571428572,1.1851851851851851
ponisio_2017,1.87012987012987,1.6296296296296295
ponisio_2017,1.7872340425531914,1.2307692307692308
ponisio_2017,1.7297297297297298,1.375
ponisio_2017,2.0,2.0
ponisio_2017,2.0,2.0
ponisio_2017,2.0,2.0
ponisio_2017,1.7692307692307692,1.1428571428571428
ponisio_2017,1.9555555555555555,1.6
ponisio_2017,2.0,2.0
