dataset,βwn,βos
RMBL_pollination,1.951219512195122,1.4285714285714286
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.7333333333333334,1.3846153846153846
RMBL_pollination,1.9726027397260273,1.5
RMBL_pollination,2.0,2.0
RMBL_pollination,1.9285714285714286,1.7142857142857142
RMBL_pollination,1.9722222222222223,1.3333333333333333
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8222222222222222,1.4666666666666666
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8571428571428572,1.4285714285714286
RMBL_pollination,1.975,1.3333333333333333
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8709677419354838,1.4285714285714286
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9411764705882353,1.7777777777777777
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.7777777777777777,1.3333333333333333
RMBL_pollination,1.76,1.1428571428571428
RMBL_pollination,1.95,1.5
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8181818181818181,1.3333333333333333
RMBL_pollination,1.6,1.25
RMBL_pollination,1.7272727272727273,1.0
RMBL_pollination,1.8461538461538463,1.2
RMBL_pollination,1.9230769230769231,1.5
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,1.936842105263158,1.25
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,1.826086956521739,1.2727272727272727
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9259259259259258,1.3333333333333333
RMBL_pollination,1.9466666666666668,1.3333333333333333
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9189189189189189,1.1428571428571428
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9090909090909092,1.3333333333333333
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9,1.3333333333333333
RMBL_pollination,1.96875,1.5
RMBL_pollination,2.0,NaN
RMBL_pollination,1.7297297297297298,1.3333333333333333
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9,1.3333333333333333
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.7777777777777777,1.1428571428571428
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8461538461538463,1.3333333333333333
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,1.6,1.4074074074074074
RMBL_pollination,1.7818181818181817,1.5
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,2.0
RMBL_pollination,1.7333333333333334,1.3333333333333333
RMBL_pollination,1.5675675675675675,1.3043478260869565
RMBL_pollination,1.8048780487804879,1.6363636363636365
RMBL_pollination,1.853658536585366,1.5384615384615385
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8363636363636364,1.4375
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.6721311475409837,1.3103448275862069
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,2.0
RMBL_pollination,1.8888888888888888,1.411764705882353
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8426966292134832,1.3636363636363635
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.945945945945946,1.6
RMBL_pollination,1.925,1.3333333333333333
RMBL_pollination,2.0,2.0
RMBL_pollination,1.9428571428571428,1.3333333333333333
RMBL_pollination,1.9240506329113924,1.5714285714285714
RMBL_pollination,2.0,NaN
RMBL_pollination,1.7307692307692308,1.4166666666666667
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,2.0
RMBL_pollination,1.9540229885057472,1.3333333333333333
RMBL_pollination,2.0,NaN
RMBL_pollination,1.710144927536232,1.4444444444444444
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.853658536585366,1.4545454545454546
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.5849056603773586,1.1538461538461537
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9692307692307693,1.6
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9166666666666667,1.0
RMBL_pollination,1.7857142857142858,1.5
RMBL_pollination,1.7142857142857142,1.3333333333333333
RMBL_pollination,1.5384615384615385,1.1428571428571428
RMBL_pollination,1.794871794871795,1.4285714285714286
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8148148148148149,1.2857142857142858
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.7627118644067796,1.4814814814814814
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9,1.0
RMBL_pollination,1.8409090909090908,1.3
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8160919540229885,1.3043478260869565
RMBL_pollination,1.9770114942528736,1.7142857142857142
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8857142857142857,1.2
RMBL_pollination,1.8717948717948718,1.2307692307692308
RMBL_pollination,2.0,2.0
RMBL_pollination,1.9393939393939394,1.5
RMBL_pollination,1.87012987012987,1.375
RMBL_pollination,2.0,NaN
RMBL_pollination,1.76,1.4285714285714286
RMBL_pollination,1.943661971830986,1.3333333333333333
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9393939393939394,1.3333333333333333
RMBL_pollination,1.9294117647058824,1.4
RMBL_pollination,2.0,NaN
RMBL_pollination,1.7611940298507462,1.4285714285714286
RMBL_pollination,1.978494623655914,1.6666666666666667
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8461538461538463,1.4545454545454546
RMBL_pollination,1.9726027397260273,1.6
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9534883720930232,1.8181818181818181
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,1.95,1.5555555555555556
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9705882352941178,1.7142857142857142
RMBL_pollination,1.9682539682539681,1.6666666666666667
RMBL_pollination,1.9344262295081966,1.2
RMBL_pollination,2.0,2.0
RMBL_pollination,1.9534883720930232,1.75
RMBL_pollination,1.84,1.5
RMBL_pollination,1.5925925925925926,1.3125
RMBL_pollination,1.6666666666666667,1.3333333333333333
RMBL_pollination,1.8245614035087718,1.696969696969697
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,1.96875,1.3333333333333333
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8048780487804879,1.5
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.837837837837838,1.5
RMBL_pollination,1.9318181818181819,1.76
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9636363636363636,1.5
RMBL_pollination,1.7281553398058251,1.3777777777777778
RMBL_pollination,1.9775280898876404,1.7777777777777777
RMBL_pollination,2.0,NaN
RMBL_pollination,1.7647058823529411,1.3846153846153846
RMBL_pollination,1.9607843137254901,1.7894736842105263
RMBL_pollination,2.0,NaN
RMBL_pollination,1.96,1.5
RMBL_pollination,1.7634408602150538,1.4761904761904763
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,1.7173913043478262,1.4090909090909092
RMBL_pollination,2.0,2.0
RMBL_pollination,1.876923076923077,1.5
RMBL_pollination,1.8837209302325582,1.5454545454545454
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,2.0
RMBL_pollination,1.82,1.4705882352941178
RMBL_pollination,2.0,2.0
RMBL_pollination,1.8048780487804879,1.4666666666666666
RMBL_pollination,1.962962962962963,1.8
RMBL_pollination,2.0,2.0
RMBL_pollination,1.9259259259259258,1.5
RMBL_pollination,1.8409090909090908,1.5
RMBL_pollination,2.0,2.0
RMBL_pollination,1.872340425531915,1.4
RMBL_pollination,1.9130434782608696,1.5
RMBL_pollination,1.9272727272727272,1.6666666666666667
RMBL_pollination,1.88,1.4545454545454546
RMBL_pollination,1.9375,1.5
RMBL_pollination,2.0,2.0
RMBL_pollination,1.9534883720930232,1.7777777777777777
RMBL_pollination,1.9473684210526316,1.6
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,2.0
RMBL_pollination,1.9310344827586208,1.6666666666666667
RMBL_pollination,1.9310344827586208,1.7142857142857142
RMBL_pollination,1.875,1.6666666666666667
RMBL_pollination,1.8333333333333333,1.3333333333333333
RMBL_pollination,1.8571428571428572,1.4285714285714286
RMBL_pollination,1.9523809523809523,1.75
RMBL_pollination,1.9487179487179487,1.7777777777777777
RMBL_pollination,1.935483870967742,1.7777777777777777
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,1.945945945945946,1.6666666666666667
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9591836734693877,1.4285714285714286
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,1.9682539682539681,1.8461538461538463
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9743589743589745,1.6
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.974025974025974,1.5
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9705882352941178,1.8181818181818181
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9701492537313432,1.6
RMBL_pollination,1.9710144927536233,1.7777777777777777
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9466666666666668,1.3333333333333333
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,1.9759036144578312,1.7777777777777777
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9682539682539681,1.8181818181818181
RMBL_pollination,2.0,2.0
RMBL_pollination,1.5733333333333333,1.3962264150943395
RMBL_pollination,1.7857142857142858,1.6896551724137931
RMBL_pollination,1.7468354430379747,1.5555555555555556
RMBL_pollination,1.8688524590163935,1.6923076923076923
RMBL_pollination,1.875,1.6521739130434783
RMBL_pollination,1.8055555555555556,1.5172413793103448
RMBL_pollination,1.8208955223880596,1.5384615384615385
RMBL_pollination,1.876923076923077,1.6666666666666667
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,1.9655172413793103,1.75
RMBL_pollination,1.8360655737704918,1.411764705882353
RMBL_pollination,1.7230769230769232,1.4857142857142858
RMBL_pollination,1.9298245614035088,1.8
RMBL_pollination,1.7746478873239437,1.6363636363636365
RMBL_pollination,1.8235294117647058,1.6756756756756757
RMBL_pollination,1.9,1.7272727272727273
RMBL_pollination,2.0,2.0
RMBL_pollination,1.9375,1.75
RMBL_pollination,1.878787878787879,1.619047619047619
RMBL_pollination,1.96,1.8181818181818181
RMBL_pollination,2.0,NaN
RMBL_pollination,1.968503937007874,1.5555555555555556
RMBL_pollination,1.8016528925619835,1.5862068965517242
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,1.7826086956521738,1.4594594594594594
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9813084112149533,1.8181818181818181
RMBL_pollination,1.6989247311827957,1.4814814814814814
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9811320754716981,1.6666666666666667
RMBL_pollination,1.7735849056603774,1.52
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9175257731958764,1.5294117647058822
RMBL_pollination,1.880952380952381,1.7727272727272727
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9583333333333333,1.5555555555555556
RMBL_pollination,1.7551020408163265,1.52
RMBL_pollination,2.0,2.0
RMBL_pollination,1.8666666666666667,1.5555555555555556
RMBL_pollination,1.8805970149253732,1.6521739130434783
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9230769230769231,1.3333333333333333
RMBL_pollination,1.8651685393258426,1.7446808510638299
RMBL_pollination,2.0,2.0
RMBL_pollination,1.7857142857142858,1.4893617021276595
RMBL_pollination,1.9090909090909092,1.6470588235294117
RMBL_pollination,2.0,NaN
RMBL_pollination,1.826086956521739,1.6
RMBL_pollination,1.8507462686567164,1.6153846153846154
RMBL_pollination,1.6385542168674698,1.4642857142857142
RMBL_pollination,1.641025641025641,1.44
RMBL_pollination,1.7,1.4857142857142858
RMBL_pollination,1.8095238095238095,1.5
RMBL_pollination,1.7183098591549295,1.3548387096774193
RMBL_pollination,1.7878787878787878,1.44
RMBL_pollination,1.75,1.2380952380952381
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9333333333333333,1.5
RMBL_pollination,1.78125,1.4615384615384615
RMBL_pollination,1.8571428571428572,1.5789473684210527
RMBL_pollination,1.7142857142857142,1.4594594594594594
RMBL_pollination,1.7313432835820894,1.5
RMBL_pollination,1.7627118644067796,1.4615384615384615
RMBL_pollination,1.8888888888888888,1.6
RMBL_pollination,1.8095238095238095,1.368421052631579
RMBL_pollination,1.7846153846153847,1.3333333333333333
RMBL_pollination,1.8775510204081634,1.4
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9841269841269842,1.0
RMBL_pollination,1.7666666666666666,1.3636363636363635
RMBL_pollination,1.9245283018867925,1.5555555555555556
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8461538461538463,1.5625
RMBL_pollination,1.8709677419354838,1.5789473684210527
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9811320754716981,1.0
RMBL_pollination,1.7173913043478262,1.35
RMBL_pollination,2.0,NaN
RMBL_pollination,1.980952380952381,1.0
RMBL_pollination,1.7904761904761906,1.3529411764705883
RMBL_pollination,1.8823529411764706,1.4545454545454546
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9791666666666667,1.7142857142857142
RMBL_pollination,1.8313253012048192,1.6
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9789473684210526,1.0
RMBL_pollination,1.690721649484536,1.25
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9325842696629214,1.7272727272727273
RMBL_pollination,1.8181818181818181,1.5384615384615385
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9805825242718447,1.6
RMBL_pollination,1.75,1.45
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8558558558558558,1.5675675675675675
RMBL_pollination,1.876923076923077,1.5555555555555556
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9120879120879122,1.7777777777777777
RMBL_pollination,1.8181818181818181,1.5862068965517242
RMBL_pollination,1.632183908045977,1.3962264150943395
RMBL_pollination,1.5942028985507246,1.3
RMBL_pollination,1.6666666666666667,1.2941176470588236
RMBL_pollination,1.625,1.1891891891891893
RMBL_pollination,1.7333333333333334,1.411764705882353
RMBL_pollination,1.7534246575342465,1.3333333333333333
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,1.9696969696969697,1.75
RMBL_pollination,1.9696969696969697,1.5
RMBL_pollination,1.9130434782608696,1.5714285714285714
RMBL_pollination,1.8082191780821917,1.5172413793103448
RMBL_pollination,1.7538461538461538,1.5294117647058822
RMBL_pollination,1.6455696202531647,1.4615384615384615
RMBL_pollination,1.631578947368421,1.4042553191489362
RMBL_pollination,1.7058823529411764,1.4444444444444444
RMBL_pollination,1.7777777777777777,1.263157894736842
RMBL_pollination,1.7777777777777777,1.4074074074074074
RMBL_pollination,1.7297297297297298,1.2592592592592593
RMBL_pollination,1.8620689655172413,1.5
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9851851851851852,1.8
RMBL_pollination,1.7674418604651163,1.5833333333333333
RMBL_pollination,1.935483870967742,1.7647058823529411
RMBL_pollination,2.0,2.0
RMBL_pollination,1.76,1.5
RMBL_pollination,1.8028169014084507,1.4814814814814814
RMBL_pollination,2.0,NaN
RMBL_pollination,1.982608695652174,1.8181818181818181
RMBL_pollination,1.683168316831683,1.4385964912280702
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9824561403508771,1.7142857142857142
RMBL_pollination,1.7017543859649122,1.4426229508196722
RMBL_pollination,1.8333333333333333,1.375
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9428571428571428,1.625
RMBL_pollination,1.7173913043478262,1.5357142857142858
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9615384615384615,1.5
RMBL_pollination,1.6981132075471699,1.4666666666666666
RMBL_pollination,2.0,2.0
RMBL_pollination,1.836734693877551,1.5555555555555556
RMBL_pollination,1.68,1.441860465116279
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9642857142857142,1.7142857142857142
RMBL_pollination,1.6288659793814433,1.4375
RMBL_pollination,2.0,2.0
RMBL_pollination,1.8333333333333333,1.6774193548387097
RMBL_pollination,1.7027027027027026,1.3529411764705883
RMBL_pollination,2.0,NaN
RMBL_pollination,1.88,1.7333333333333334
RMBL_pollination,1.68,1.4545454545454546
RMBL_pollination,1.5625,1.3488372093023255
RMBL_pollination,1.6119402985074627,1.2972972972972974
RMBL_pollination,1.6266666666666667,1.3170731707317074
RMBL_pollination,1.7428571428571429,1.5
RMBL_pollination,1.7058823529411764,1.3548387096774193
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,1.9375,1.6363636363636365
RMBL_pollination,1.8529411764705883,1.6
RMBL_pollination,1.8,1.6129032258064515
RMBL_pollination,1.5945945945945945,1.4444444444444444
RMBL_pollination,1.6338028169014085,1.434782608695652
RMBL_pollination,1.619047619047619,1.4285714285714286
RMBL_pollination,1.6896551724137931,1.1
RMBL_pollination,1.7014925373134329,1.4594594594594594
RMBL_pollination,1.6521739130434783,1.3142857142857143
RMBL_pollination,1.8113207547169812,1.3333333333333333
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9846153846153847,1.6666666666666667
RMBL_pollination,1.7741935483870968,1.5254237288135593
RMBL_pollination,1.7894736842105263,1.4
RMBL_pollination,2.0,NaN
RMBL_pollination,1.831578947368421,1.619047619047619
RMBL_pollination,1.7878787878787878,1.4615384615384615
RMBL_pollination,2.0,NaN
RMBL_pollination,1.981818181818182,1.8
RMBL_pollination,1.7916666666666667,1.565217391304348
RMBL_pollination,2.0,NaN
RMBL_pollination,1.981651376146789,1.6666666666666667
RMBL_pollination,1.798165137614679,1.5319148936170213
RMBL_pollination,1.709090909090909,1.1578947368421053
RMBL_pollination,2.0,NaN
RMBL_pollination,1.98,1.875
RMBL_pollination,1.7701149425287357,1.5348837209302326
RMBL_pollination,2.0,NaN
RMBL_pollination,1.97979797979798,1.8
RMBL_pollination,1.7227722772277227,1.4615384615384615
RMBL_pollination,2.0,NaN
RMBL_pollination,1.956989247311828,1.8333333333333333
RMBL_pollination,1.7142857142857142,1.411764705882353
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9813084112149533,1.8666666666666667
RMBL_pollination,1.6956521739130435,1.4509803921568627
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8782608695652174,1.6666666666666667
RMBL_pollination,1.710144927536232,1.2
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9157894736842105,1.7575757575757576
RMBL_pollination,1.7142857142857142,1.5
RMBL_pollination,1.5510204081632653,1.2413793103448276
RMBL_pollination,1.4736842105263157,1.2307692307692308
RMBL_pollination,1.5769230769230769,1.2413793103448276
RMBL_pollination,1.76,1.4782608695652173
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,1.9565217391304348,1.6
RMBL_pollination,1.8,1.3333333333333333
RMBL_pollination,1.6666666666666667,1.44
RMBL_pollination,1.6071428571428572,1.4054054054054055
RMBL_pollination,1.509433962264151,1.2777777777777777
RMBL_pollination,1.4666666666666666,1.3513513513513513
RMBL_pollination,1.5,1.1304347826086956
RMBL_pollination,1.5918367346938775,1.2592592592592593
RMBL_pollination,1.5686274509803921,1.2903225806451613
RMBL_pollination,1.7714285714285714,1.4285714285714286
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9821428571428572,1.3333333333333333
RMBL_pollination,1.830188679245283,1.4705882352941178
RMBL_pollination,1.794871794871795,1.4285714285714286
RMBL_pollination,2.0,NaN
RMBL_pollination,1.87012987012987,1.565217391304348
RMBL_pollination,1.625,1.3076923076923077
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9782608695652173,1.6
RMBL_pollination,1.794871794871795,1.5294117647058822
RMBL_pollination,2.0,NaN
RMBL_pollination,1.978021978021978,1.3333333333333333
RMBL_pollination,1.8241758241758241,1.4482758620689655
RMBL_pollination,1.5675675675675675,1.2727272727272727
RMBL_pollination,2.0,NaN
RMBL_pollination,1.951219512195122,1.5555555555555556
RMBL_pollination,1.7391304347826086,1.5
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9753086419753085,1.6666666666666667
RMBL_pollination,1.7590361445783131,1.4594594594594594
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8933333333333333,1.5
RMBL_pollination,1.5384615384615385,1.3142857142857143
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9550561797752808,1.4285714285714286
RMBL_pollination,1.6216216216216217,1.3170731707317074
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9381443298969072,1.75
RMBL_pollination,1.6862745098039216,1.2380952380952381
RMBL_pollination,2.0,NaN
RMBL_pollination,1.948051948051948,1.7894736842105263
RMBL_pollination,1.6153846153846154,1.4285714285714286
RMBL_pollination,1.4333333333333333,1.1904761904761905
RMBL_pollination,1.6,1.2666666666666666
RMBL_pollination,1.509433962264151,1.2352941176470589
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,2.0
RMBL_pollination,1.8113207547169812,1.375
RMBL_pollination,1.8222222222222222,1.5
RMBL_pollination,1.4915254237288136,1.2307692307692308
RMBL_pollination,1.6785714285714286,1.28
RMBL_pollination,1.6666666666666667,1.3846153846153846
RMBL_pollination,1.441860465116279,1.04
RMBL_pollination,1.4230769230769231,1.0909090909090908
RMBL_pollination,1.4444444444444444,1.1428571428571428
RMBL_pollination,1.5263157894736843,1.28
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,2.0
RMBL_pollination,1.798165137614679,1.4054054054054055
RMBL_pollination,1.6666666666666667,1.263157894736842
RMBL_pollination,2.0,NaN
RMBL_pollination,1.825,1.4166666666666667
RMBL_pollination,1.4901960784313726,1.2121212121212122
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9789473684210526,1.3333333333333333
RMBL_pollination,1.728395061728395,1.3888888888888888
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,2.0
RMBL_pollination,1.7659574468085106,1.3529411764705883
RMBL_pollination,1.55,1.2173913043478262
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9529411764705882,1.4285714285714286
RMBL_pollination,1.5555555555555556,1.2
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9761904761904763,1.5
RMBL_pollination,1.7209302325581395,1.3142857142857143
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9230769230769231,1.625
RMBL_pollination,1.5272727272727273,1.2571428571428571
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9565217391304348,1.5
RMBL_pollination,1.5584415584415585,1.170731707317073
RMBL_pollination,2.0,NaN
RMBL_pollination,1.82,1.4857142857142858
RMBL_pollination,1.5925925925925926,1.1851851851851851
RMBL_pollination,2.0,NaN
RMBL_pollination,1.875,1.565217391304348
RMBL_pollination,1.5272727272727273,1.2777777777777777
RMBL_pollination,1.492063492063492,1.3191489361702127
RMBL_pollination,1.5081967213114753,1.2307692307692308
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,NaN
RMBL_pollination,2.0,2.0
RMBL_pollination,2.0,2.0
RMBL_pollination,1.894736842105263,1.5
RMBL_pollination,1.8360655737704918,1.4444444444444444
RMBL_pollination,1.8113207547169812,1.375
RMBL_pollination,1.5820895522388059,1.2820512820512822
RMBL_pollination,1.53125,1.1666666666666667
RMBL_pollination,1.5,1.2
RMBL_pollination,1.4901960784313726,1.1875
RMBL_pollination,1.3666666666666667,1.1162790697674418
RMBL_pollination,1.2580645161290323,1.1481481481481481
RMBL_pollination,1.608695652173913,1.28
RMBL_pollination,2.0,NaN
RMBL_pollination,1.983739837398374,1.6666666666666667
RMBL_pollination,1.829059829059829,1.5
RMBL_pollination,1.68,1.2727272727272727
RMBL_pollination,2.0,NaN
RMBL_pollination,1.8181818181818181,1.5
RMBL_pollination,1.5932203389830508,1.3333333333333333
RMBL_pollination,2.0,NaN
RMBL_pollination,1.9611650485436893,1.7142857142857142
RMBL_pollination,1.7303370786516854,1.3513513513513513
RMBL_pollination,2.0,NaN
