dataset,diff
nz_stream_foodweb,4.301056693013325e-5
nz_stream_foodweb,2.593523054600648e-5
nz_stream_foodweb,3.16270093407154e-5
nz_stream_foodweb,3.521272726075408e-5
nz_stream_foodweb,2.8041291420676732e-5
nz_stream_foodweb,3.7109986858990386e-5
nz_stream_foodweb,2.4246772224204115e-5
nz_stream_foodweb,1.8346192153061254e-5
nz_stream_foodweb,2.234951262596781e-5
nz_stream_foodweb,6.298850505830567e-5
nz_stream_foodweb,1.4494960609897442e-5
nz_stream_foodweb,7.010322855169183e-5
nz_stream_foodweb,5.3236693443999e-5
nz_stream_foodweb,2.952094846604516e-5
nz_stream_foodweb,2.8989921219794885e-5
nz_stream_foodweb,4.3750395452817464e-5
nz_stream_foodweb,1.4494960609897442e-5
nz_stream_foodweb,4.40159090759426e-5
nz_stream_foodweb,4.6387483573737987e-5
nz_stream_foodweb,1.4494960609897442e-5
nz_stream_foodweb,3.6370158336306176e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.2123386112102058e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,1.4020645710338366e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,5.039080404664454e-5
nz_stream_foodweb,1.4969275509456519e-5
nz_stream_foodweb,3.3524268938951715e-5
nz_stream_foodweb,2.04522530277315e-5
nz_stream_foodweb,2.234951262596781e-5
nz_stream_foodweb,2.4037970947770176e-5
nz_stream_foodweb,4.0904506055463e-5
nz_stream_foodweb,1.0965955036549963e-5
nz_stream_foodweb,3.521272726075408e-5
nz_stream_foodweb,3.7109986858990386e-5
nz_stream_foodweb,1.4969275509456519e-5
nz_stream_foodweb,3.521272726075408e-5
nz_stream_foodweb,3.7109986858990386e-5
nz_stream_foodweb,1.6448932554824943e-5
nz_stream_foodweb,1.3072015911220212e-5
nz_stream_foodweb,7.632603459265102e-5
nz_stream_foodweb,6.494247700323318e-5
nz_stream_foodweb,5.94594994849582e-5
nz_stream_foodweb,8.1809012110926e-5
nz_stream_foodweb,7.421997371798077e-5
nz_stream_foodweb,6.873699619970579e-5
nz_stream_foodweb,8.939805050387124e-5
nz_stream_foodweb,4.6387483573737987e-5
nz_stream_foodweb,7.042545452150816e-5
nz_stream_foodweb,1.3072015911220212e-5
nz_stream_foodweb,7.042545452150816e-5
nz_stream_foodweb,5.7353438610287946e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.3546330810779288e-5
nz_stream_foodweb,1.4020645710338366e-5
nz_stream_foodweb,1.4020645710338366e-5
nz_stream_foodweb,1.4969275509456519e-5
nz_stream_foodweb,1.2123386112102058e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,8.80318181518852e-6
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,4.6121969950612844e-5
nz_stream_foodweb,1.4494960609897442e-5
nz_stream_foodweb,1.6448932554824943e-5
nz_stream_foodweb,2.952094846604516e-5
nz_stream_foodweb,1.8554993429495193e-5
nz_stream_foodweb,3.7109986858990386e-5
nz_stream_foodweb,2.519540202332227e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,2.519540202332227e-5
nz_stream_foodweb,2.04522530277315e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.4020645710338366e-5
nz_stream_foodweb,1.4020645710338366e-5
nz_stream_foodweb,9.277496714747597e-6
nz_stream_foodweb,8.80318181518852e-6
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,2.519540202332227e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,2.8041291420676732e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,2.8041291420676732e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.4020645710338366e-5
nz_stream_foodweb,1.4020645710338366e-5
nz_stream_foodweb,1.4020645710338366e-5
nz_stream_foodweb,1.022612651386575e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,2.519540202332227e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,1.1174756312983905e-5
nz_stream_foodweb,1.760636363037704e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,2.8041291420676732e-5
nz_stream_foodweb,3.3524268938951715e-5
nz_stream_foodweb,1.4969275509456519e-5
nz_stream_foodweb,1.1174756312983905e-5
nz_stream_foodweb,2.234951262596781e-5
nz_stream_foodweb,3.921604773366064e-5
nz_stream_foodweb,2.234951262596781e-5
nz_stream_foodweb,2.8041291420676732e-5
nz_stream_foodweb,2.4037970947770176e-5
nz_stream_foodweb,3.7109986858990386e-5
nz_stream_foodweb,9.068695438313654e-6
nz_stream_foodweb,2.9938551018913037e-5
nz_stream_foodweb,3.521272726075408e-5
nz_stream_foodweb,2.9938551018913037e-5
nz_stream_foodweb,3.7109986858990386e-5
nz_stream_foodweb,3.7109986858990386e-5
nz_stream_foodweb,2.234951262596781e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,1.5443590409015596e-5
nz_stream_foodweb,1.4020645710338366e-5
nz_stream_foodweb,9.277496714747597e-6
nz_stream_foodweb,1.0700441413424827e-5
nz_stream_foodweb,8.80318181518852e-6
nz_stream_foodweb,9.277496714747597e-6
nz_stream_foodweb,2.092656792729058e-5
nz_stream_foodweb,2.783249014424279e-5
nz_stream_foodweb,3.6370158336306176e-5
nz_stream_foodweb,2.783249014424279e-5
nz_stream_foodweb,1.5443590409015596e-5
nz_stream_foodweb,4.20619371310151e-5
nz_stream_foodweb,3.088718081803119e-5
nz_stream_foodweb,3.3524268938951715e-5
nz_stream_foodweb,1.4969275509456519e-5
nz_stream_foodweb,5.039080404664454e-5
nz_stream_foodweb,2.234951262596781e-5
nz_stream_foodweb,4.849354444840823e-5
nz_stream_foodweb,3.521272726075408e-5
nz_stream_foodweb,3.7109986858990386e-5
nz_stream_foodweb,1.4969275509456519e-5
nz_stream_foodweb,4.185313585458116e-5
nz_stream_foodweb,1.4020645710338366e-5
nz_stream_foodweb,8.120065639195502e-6
nz_stream_foodweb,6.441144975698291e-5
nz_stream_foodweb,3.3524268938951715e-5
nz_stream_foodweb,-2.0880127643394217e-7
nz_stream_foodweb,6.989442727525788e-5
nz_stream_foodweb,6.135675908319451e-5
nz_stream_foodweb,6.989442727525788e-5
nz_stream_foodweb,6.135675908319451e-5
nz_stream_foodweb,5.566498028848558e-5
nz_stream_foodweb,6.420264848054896e-5
nz_stream_foodweb,2.2140711349533868e-5
nz_stream_foodweb,6.704853787790343e-5
nz_stream_foodweb,3.90072464572267e-5
nz_stream_foodweb,3.90072464572267e-5
nz_stream_foodweb,3.595255578343829e-5
nz_stream_foodweb,1.1174756312983905e-5
nz_stream_foodweb,3.879844518079275e-5
nz_stream_foodweb,1.4020645710338366e-5
nz_stream_foodweb,5.281909089113112e-5
nz_stream_foodweb,5.566498028848558e-5
nz_stream_foodweb,2.519540202332227e-5
nz_stream_foodweb,1.1174756312983905e-5
nz_stream_foodweb,2.8041291420676732e-5
nz_stream_foodweb,2.8041291420676732e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,2.4246772224204115e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,2.9938551018913037e-5
nz_stream_foodweb,3.183581061714935e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,4.1644334578147214e-5
nz_stream_foodweb,8.328866915629442e-6
nz_stream_foodweb,6.704853787790343e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,3.3524268938951715e-5
nz_stream_foodweb,3.3524268938951715e-5
nz_stream_foodweb,3.331546766251777e-5
nz_stream_foodweb,5.8719670962273986e-5
nz_stream_foodweb,2.498660074688833e-5
nz_stream_foodweb,3.0678379541597254e-5
nz_stream_foodweb,3.3524268938951715e-5
nz_stream_foodweb,2.7623688867808848e-5
nz_stream_foodweb,3.616135705987223e-5
nz_stream_foodweb,4.4490223975501675e-5
nz_stream_foodweb,3.046957826516331e-5
nz_stream_foodweb,3.90072464572267e-5
nz_stream_foodweb,3.595255578343829e-5
nz_stream_foodweb,5.566498028848558e-5
nz_stream_foodweb,1.4020645710338366e-5
nz_stream_foodweb,5.281909089113112e-5
nz_stream_foodweb,3.879844518079275e-5
nz_stream_foodweb,1.6657733831258885e-5
nz_stream_foodweb,3.779310303498341e-5
nz_stream_foodweb,1.5443590409015596e-5
nz_stream_foodweb,4.20619371310151e-5
nz_stream_foodweb,4.20619371310151e-5
nz_stream_foodweb,2.783249014424279e-5
nz_stream_foodweb,1.5443590409015596e-5
nz_stream_foodweb,2.519540202332227e-5
nz_stream_foodweb,2.4246772224204115e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,1.4969275509456519e-5
nz_stream_foodweb,2.519540202332227e-5
nz_stream_foodweb,1.022612651386575e-5
nz_stream_foodweb,1.2123386112102058e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,1.1174756312983905e-5
nz_stream_foodweb,2.8041291420676732e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,3.5857179200386747e-6
nz_stream_foodweb,1.6884583218023663e-6
nz_stream_foodweb,4.534347719156827e-6
nz_stream_foodweb,2.4246772224204115e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,1.4969275509456519e-5
nz_stream_foodweb,1.8554993429495193e-5
nz_stream_foodweb,1.2123386112102058e-5
nz_stream_foodweb,1.760636363037704e-5
nz_stream_foodweb,2.519540202332227e-5
nz_stream_foodweb,1.1174756312983905e-5
nz_stream_foodweb,2.8041291420676732e-5
nz_stream_foodweb,2.1400882826849654e-5
nz_stream_foodweb,1.760636363037704e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.4969275509456519e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,1.4969275509456519e-5
nz_stream_foodweb,1.3072015911220212e-5
nz_stream_foodweb,2.519540202332227e-5
nz_stream_foodweb,2.9938551018913037e-5
nz_stream_foodweb,1.8554993429495193e-5
nz_stream_foodweb,1.8554993429495193e-5
nz_stream_foodweb,1.8554993429495193e-5
nz_stream_foodweb,2.9938551018913037e-5
nz_stream_foodweb,2.9938551018913037e-5
nz_stream_foodweb,3.779310303498341e-5
nz_stream_foodweb,4.490782652836956e-5
nz_stream_foodweb,2.9046633566486078e-5
nz_stream_foodweb,3.758430175854946e-5
nz_stream_foodweb,5.424203558980835e-5
nz_stream_foodweb,4.1435533301713275e-5
nz_stream_foodweb,5.424203558980835e-5
nz_stream_foodweb,7.516860351709892e-5
nz_stream_foodweb,6.25709025054378e-5
nz_stream_foodweb,7.537740479353287e-5
nz_stream_foodweb,6.683973660146948e-5
nz_stream_foodweb,2.4777799470454387e-5
nz_stream_foodweb,5.851086968584004e-5
nz_stream_foodweb,6.236210122900385e-5
nz_stream_foodweb,6.663093532503554e-5
nz_stream_foodweb,6.236210122900385e-5
nz_stream_foodweb,8.349747043272835e-5
nz_stream_foodweb,2.498660074688833e-5
nz_stream_foodweb,8.7975105805194e-5
nz_stream_foodweb,5.445083686624229e-5
nz_stream_foodweb,4.422471035237654e-5
nz_stream_foodweb,5.086511894620362e-5
nz_stream_foodweb,3.094389316472239e-5
nz_stream_foodweb,3.78498153816746e-5
nz_stream_foodweb,3.094389316472239e-5
nz_stream_foodweb,3.78498153816746e-5
nz_stream_foodweb,5.8036554786280966e-5
nz_stream_foodweb,3.4264097461635926e-5
nz_stream_foodweb,1.73975623539431e-5
nz_stream_foodweb,4.475573759862681e-5
nz_stream_foodweb,4.807594189554035e-5
nz_stream_foodweb,5.445083686624229e-5
nz_stream_foodweb,6.109124546006936e-5
nz_stream_foodweb,4.781042827241522e-5
nz_stream_foodweb,5.4716350489367424e-5
nz_stream_foodweb,5.4716350489367424e-5
nz_stream_foodweb,7.49030898939738e-5
nz_stream_foodweb,1.73975623539431e-5
nz_stream_foodweb,4.4490223975501675e-5
nz_stream_foodweb,4.475573759862681e-5
nz_stream_foodweb,4.807594189554035e-5
nz_stream_foodweb,4.475573759862681e-5
nz_stream_foodweb,6.494247700323318e-5
nz_stream_foodweb,2.519540202332227e-5
nz_stream_foodweb,2.8041291420676732e-5
nz_stream_foodweb,1.4020645710338366e-5
nz_stream_foodweb,2.9938551018913037e-5
nz_stream_foodweb,2.9938551018913037e-5
nz_stream_foodweb,2.519540202332227e-5
nz_stream_foodweb,2.519540202332227e-5
nz_stream_foodweb,2.8041291420676732e-5
nz_stream_foodweb,2.9938551018913037e-5
nz_stream_foodweb,3.779310303498341e-5
nz_stream_foodweb,3.779310303498341e-5
nz_stream_foodweb,2.519540202332227e-5
nz_stream_foodweb,3.6370158336306176e-5
nz_stream_foodweb,2.640954544556556e-5
nz_stream_foodweb,2.783249014424279e-5
nz_stream_foodweb,2.66183467219995e-5
nz_stream_foodweb,8.328866915629442e-6
nz_stream_foodweb,4.490782652836956e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,9.224393990122569e-5
nz_stream_foodweb,4.1644334578147214e-5
nz_stream_foodweb,6.799716767702158e-5
nz_stream_foodweb,2.2140711349533868e-5
nz_stream_foodweb,4.90245716946585e-5
nz_stream_foodweb,5.1661659815579024e-5
nz_stream_foodweb,4.90245716946585e-5
nz_stream_foodweb,6.852819492327185e-5
nz_stream_foodweb,7.590843203978313e-5
nz_stream_foodweb,7.327134391886262e-5
nz_stream_foodweb,3.690118558255645e-5
nz_stream_foodweb,4.4281422699067736e-5
nz_stream_foodweb,7.116528304419236e-5
nz_stream_foodweb,7.590843203978313e-5
nz_stream_foodweb,7.116528304419236e-5
nz_stream_foodweb,7.590843203978313e-5
nz_stream_foodweb,3.90072464572267e-5
nz_stream_foodweb,4.849354444840823e-5
nz_stream_foodweb,4.90245716946585e-5
nz_stream_foodweb,4.90245716946585e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.2123386112102058e-5
nz_stream_foodweb,1.4969275509456519e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.4494960609897442e-5
nz_stream_foodweb,1.4020645710338366e-5
nz_stream_foodweb,1.5443590409015596e-5
nz_stream_foodweb,1.4969275509456519e-5
nz_stream_foodweb,1.5443590409015596e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,1.4969275509456519e-5
nz_stream_foodweb,1.639222020813375e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,3.779310303498341e-5
nz_stream_foodweb,3.779310303498341e-5
nz_stream_foodweb,4.20619371310151e-5
nz_stream_foodweb,2.783249014424279e-5
nz_stream_foodweb,4.490782652836956e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.4969275509456519e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.4020645710338366e-5
nz_stream_foodweb,1.2123386112102058e-5
nz_stream_foodweb,1.2123386112102058e-5
nz_stream_foodweb,1.5443590409015596e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.4969275509456519e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.2123386112102058e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,1.2597701011661136e-5
nz_stream_foodweb,1.4494960609897442e-5
nz_stream_foodweb,1.4020645710338366e-5
nz_stream_foodweb,1.4969275509456519e-5
nz_stream_foodweb,1.2123386112102058e-5
nz_stream_foodweb,8.80318181518852e-6
nz_stream_foodweb,9.277496714747597e-6
nz_stream_foodweb,1.4494960609897442e-5
nz_stream_foodweb,1.5917905308574674e-5
nz_stream_foodweb,3.779310303498341e-5
nz_stream_foodweb,3.6370158336306176e-5
